File Name,Scenario Name,AR6 Category,AR6 Carbon Budget,cb,cb_parse_mode,cb_relation,cb_exclusion_reason,AR6 cross-check flag
Zhao 等 - 2022 - Historical and future runoff changes in the Yangtze River Basin from CMIP6 models constrained by a w.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Bombelli 等 - 2019 - Potentially modified hydropower production under climate change in the Italian Alps.pdf,RCP2.6,C1,~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Zhou 等 - 2024 - Modeling Hydrologic-Economic Interactions for Sustainable Development A Case Study in Inner Mongoli.pdf,W2C2,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Zou 等 - 2020 - Untangling the effects of future climate change and human activity on evapotranspiration in the Heih.pdf,RCP2.6 with Water-Saving Irrigation Practices,SSP1-2.6,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Yin 等 - 2024 - Assessing Climate and Land-Use Change Scenarios on Future Desertification in Northeast Iran A Data.pdf,SSP1-2.6,C3,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Yin 等 - 2024 - Assessing Climate and Land-Use Change Scenarios on Future Desertification in Northeast Iran A Data.pdf,SSP2-4.5,C5,Approximately 2750 GtCO₂ from 2020,2750.0,unit-bound scalar,,,False
Yin 等 - 2024 - Assessing Climate and Land-Use Change Scenarios on Future Desertification in Northeast Iran A Data.pdf,SSP5-8.5,C8,1150 GtCO₂ from 2020 (50% likelihood of limiting warming to 4°C),1150.0,unit-bound scalar,,,False
Costa-Cabral 等 - 2013 - Climate variability and change in mountain environments some implications for water resources and w.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Costa-Cabral 等 - 2013 - Climate variability and change in mountain environments some implications for water resources and w.pdf,B1,C4,652.4725285661066,652.4725285661066,field-only scalar,,,False
Bhattarai 等 - 2023 - Projected changes in hydro-climatic extremes with CMIP6 climate model outputs a case of rain-fed ri.pdf,SSP245,C3-C6,2744.812344177873,2744.812344177873,field-only scalar,,,False
Bhattarai 等 - 2023 - Projected changes in hydro-climatic extremes with CMIP6 climate model outputs a case of rain-fed ri.pdf,SSP585,C8,Very high (exceeds 3000 GtCO2),3000.0,unit-bound scalar,,,False
"Zarghami 等 - 2011 - Impacts of climate change on runoffs in East Azerbaijan, Iran.pdf",A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
"Shiru 等 - 2022 - Comparison of precipitation projections of CMIP5 and CMIP6 global climate models over Yulin, China.pdf",RCP4.5,SSP2-4.5 (RCP4.5 equivalent),Pathway-dependent; see AR6 WG-I Chapter 5,,excluded,,no unambiguous carbon-budget value,False
"Shiru 等 - 2022 - Comparison of precipitation projections of CMIP5 and CMIP6 global climate models over Yulin, China.pdf",SSP245,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Abesh 等 - 2022 - Predicting Climate Change Impacts on Water Balance Components of a Mountainous Watershed in the Nort.pdf,RCP4.5,C5 (~2.7°C),1400-2000 GtCO₂ from 2020,1700.0,unit-bound range midpoint,,,False
Abesh 等 - 2022 - Predicting Climate Change Impacts on Water Balance Components of a Mountainous Watershed in the Nort.pdf,RCP8.5,Very high (SSP5-8.5),Budget exhausted under this scenario,,excluded,,no unambiguous carbon-budget value,False
Vikhrev 等 - 2024 - Environmental niche modelling of the Chinese pond mussel invasion in Europe under climate change sce.pdf,RCP 4.5,C4 (2°C),1000-1500 GtCO2,1250.0,unit-bound range midpoint,,,False
Kohl 等 - 2010 - Combating the effects of climatic change on forests by mitigation strategies.pdf,B1,C3: limit warming to 2°C (>67%),652.4725285661066,652.4725285661066,field-only scalar,,,False
Argaw 等 - 2024 - Habitat suitability and distribution patterns of Rouget's rail (Rougetius rougetii Guerin-men.pdf,SSP126,C3,1150.0,1150.0,field-only scalar,,,False
Tursunova 等 - 2025 - Assessment of Future Water Stress on Surface Waters in the West Kazakhstan Region Caused by the Comb.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Struglia 等 - 2025 - Impact of spatial resolution on multi-scenario WRF-ARW simulations driven by the CMIP6 MPI-ESM1-2-HR.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Struglia 等 - 2025 - Impact of spatial resolution on multi-scenario WRF-ARW simulations driven by the CMIP6 MPI-ESM1-2-HR.pdf,SSP2-4.5,C3,Use standard AR6 value for C3 scenarios or extract specific value from paper context if explicitly stated as AR6 value.,,excluded,,no unambiguous carbon-budget value,False
Struglia 等 - 2025 - Impact of spatial resolution on multi-scenario WRF-ARW simulations driven by the CMIP6 MPI-ESM1-2-HR.pdf,SSP5-8.5,C8,Exceeded,,excluded,,no unambiguous carbon-budget value,False
Monteiro 等 - 2017 - Air quality over Portugal now and in 2050.pdf,RCP8.5,SSP5-8.5,High emissions pathway (no carbon budget constraint),,excluded,,no unambiguous carbon-budget value,False
Adigun 等 - 2025 - Climate Change Influence on Solar Photovoltaic Energy Production and Its Associated Drivers in CMIP6.pdf,SSP1-2.6,C3/1.8°C,~500 Gt CO₂,500.0,unit-bound scalar,~,,False
Zhang 等 - 2023 - Mapping the spatial heterogeneity of global land use and land cover from 2020 to 2100 at a 1 km reso.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Xiong 等 - 2007 - Climate change and critical thresholds in China's food security.pdf,A2 (no CO2 fertilization),C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Xiong 等 - 2007 - Climate change and critical thresholds in China's food security.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Shimizu 等 - 2025 - Assessing NOAAGFDL Models Performance for South American Seasonal Climate Insights from CMIP6 Hist.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Ajjur和Al-Ghamdi - 2021 - Global Hotspots for Future Absolute Temperature Extremes From CMIP6 Models.pdf,SSP2-4.5,C2,1150,1150.0,field-only scalar,,,False
Blanc 等 - 2017 - Is current irrigation sustainable in the United States An integrated assessment of climate change i.pdf,CS3.0REF,C8,4631.628201551354,4631.628201551354,field-only scalar,,,False
Lazoglou 等 - 2024 - Climate change and extremes in the Mediterranean island of Cyprus from historical trends to future.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Liu 等 - 2023 - Combined Effects of Land UseCover Change and Climate Change on Runoff in the Jinghe River Basin, Ch.pdf",RCP2.6,C1 (Below 1.5°C with no or limited overshoot),~400-500 Gt CO2,450.0,unit-bound range midpoint,~,,False
Arfa 等 - 2021 - Comparing the Effects of Different Daily and Sub-Daily Downscaling Approaches on the Response of Urb.pdf,RCP 2.6,RCP,~950 Gt CO2 (2020-2100),950.0,unit-bound scalar,~,,False
Nematchoua 等 - 2018 - A detailed study of climate change and some vulnerabilities in Indian Ocean A case of Madagascar is.pdf,RCP2.6,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Thiery 等 - 2021 - Intergenerational inequities in exposure to climate extremes Young generations are severely threaten.pdf,1.5°C Scenario,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
"Matskovsky 等 - 2020 - Radial growth projections for spruce on Solovetskiye Islands, the White Sea, for the 21st century.pdf",RCP2.6,C1 (Likely below 1.5°C & Likely below 2°C),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Laborda 等 - 2026 - Unveiling how financial markets could intensify climate change risks.pdf,RCP4.5,SSP2-4.5 (C5),~3000 GtCO₂ from 2015,3000.0,unit-bound scalar,~,,False
Sung 等 - 2025 - Carbon Benefits of Reforestation with Warm Temperate Broadleaf Evergreen Trees in South Korea under.pdf,RCP2.6,SSP1-2.6,~900 Gt CO₂,900.0,unit-bound scalar,~,,False
Liu 等 - 2024 - Rising cause-specific mortality risk and burden of compound heatwaves amid climate change.pdf,SSP1-1.9,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Liu 等 - 2024 - Rising cause-specific mortality risk and burden of compound heatwaves amid climate change.pdf,SSP2-4.5,C2,2745 GtCO2,2745.0,unit-bound scalar,,,True
Bastarrica 等 - 2023 - An Integrated Assessment Model for comparing electricity decarbonisation scenarios The case for Spa.pdf,BAU,C7,4421.106912693341,4421.106912693341,field-only scalar,,,False
Gilson 等 - 2021 - Ocean warming and species range shifts affect rates of ecosystem functioning by altering consumer-re.pdf,Future (+2°C) oceanic conditions,C5,1793.871566014591,1793.871566014591,field-only scalar,,,False
Tong 等 - 2021 - Health co-benefits of climate change mitigation depend on strategic power plant retirements and poll.pdf,RCP6.0,C3 (Below 2°C),1200-1400 GtCO₂ from 2020,1300.0,unit-bound range midpoint,,,False
Tong 等 - 2021 - Health co-benefits of climate change mitigation depend on strategic power plant retirements and poll.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhou 等 - 2018 - Impact of 1.5 °C and 2.0 °C global warming on aircraft takeoff performance in China.pdf,1.5°C warming,C4,271.9704635822378,271.9704635822378,field-only scalar,,,False
Liao 等 - 2024 - Changing Climate Threatens Irrigation Benefits of Maize Gross Primary Productivity in China.pdf,SSP245,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
황인창 - 2016 - Comparative Analysis of Regional Integrated Assessment Models of Climate and the Economy.pdf,2°C target scenario,C4,1793.871566014591,1793.871566014591,field-only scalar,,,False
Waqas 等 - 2020 - Evaluating the Impact of Climate Change on Water Productivity of Maize in the Semi-Arid Environment.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Waqas 等 - 2020 - Evaluating the Impact of Climate Change on Water Productivity of Maize in the Semi-Arid Environment.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Li 等 - 2025 - Aligning global mercury mitigation with climate action.pdf,Baseline scenario of continuing anthropogenic Hg and GHG emissions,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Steptoe和Murphy - 2024 - Probabilistic UK Climate Projections Conditioned on Global Warming Levels.pdf,GWL2.0,C1 (RCP equivalent),~400-500 Gt CO2,450.0,unit-bound range midpoint,~,,False
Vicuna 等 - 2012 - Agriculture Vulnerability to Climate Change in a Snowmelt-Driven Basin in Semiarid Chile.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Li 等 - 2022 - The conterminous United States are projected to become more prone to flash floods in a high-end emis.pdf,RCP8.5,C8 (SSP5-8.5),Exceeds remaining carbon budget for 2°C (classified as N/A),,excluded,,explicitly missing/unspecified,False
Assis 等 - 2024 - Kelp forest diversity under projected end-of-century climate change.pdf,SSP1-1.9,C1,500,500.0,field-only scalar,,,False
Dentener 等 - 2006 - The global atmospheric environment for the next generation.pdf,A2,C2: return warming to 1.5°C (>50%) after a high overshoot,102.7723603383973,102.7723603383973,field-only scalar,,,False
Liu 等 - 2024 - Can we project well-being Towards integral well-being projections in climate models and beyond.pdf,SSP1,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Liu 等 - 2024 - Can we project well-being Towards integral well-being projections in climate models and beyond.pdf,SSP5,SSP5-8.5,325.3951167461587,325.3951167461587,field-only scalar,,,False
Carlino 等 - 2023 - Declining cost of renewables and climate change curb the need for African hydropower expansion.pdf,SSP1-2.6,C1,~1150 Gt CO2,1150.0,unit-bound scalar,~,,False
Carlino 等 - 2023 - Declining cost of renewables and climate change curb the need for African hydropower expansion.pdf,SSP4-6.0,C6,3780.382844728474,3780.382844728474,field-only scalar,,,False
Murgatroyd和Hall - 2020 - The Resilience of Inter-basin Transfers to Severe Droughts With Changing Spatial Characteristics.pdf,Baseline,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Zahn和von Storch - 2010 - Decreased frequency of North Atlantic polar lows associated with future climate warming.pdf,C20,C5: limit warming to 2.5°C (>50%),1265.536430416577,1265.536430416577,field-only scalar,,,False
Zahn和von Storch - 2010 - Decreased frequency of North Atlantic polar lows associated with future climate warming.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Zahn和von Storch - 2010 - Decreased frequency of North Atlantic polar lows associated with future climate warming.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Gao 等 - 2021 - Potential distribution and habitat suitability of Picea crassifolia with climate change scenarios.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zhu 等 - 2022 - Response of runoff and nitrogen loadings to climate and land use changes in the middle Fenhe River b.pdf,S21 (P+10%/T-2°C),C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Zhu 等 - 2022 - Response of runoff and nitrogen loadings to climate and land use changes in the middle Fenhe River b.pdf,S12 (P-10%/T+2°C),C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Xie 等 - 2022 - Projection of Future Water Resources Carrying Capacity in the Huang-Huai-Hai River Basin under the I.pdf,SSP1-2.6,C1,500,500.0,field-only scalar,,,False
Xie 等 - 2022 - Projection of Future Water Resources Carrying Capacity in the Huang-Huai-Hai River Basin under the I.pdf,SSP2-4.5,C2,2744.812344177873,2744.812344177873,field-only scalar,,,True
Ashofteh 等 - 2013 - Climate Change Impact on Reservoir Performance Indexes in Agricultural Water Supply.pdf,A2 Climate Change Scenario,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Zhang和Wang - 2023 - Prediction of the Potential Distribution of the Endangered Species Meconopsis punicea Maxim u.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
"Amin 等 - 2016 - Observations, projections and impacts of climate change on water resources in Arabian Peninsula cur.pdf",RCP2.6,SSP1-2.6,~900 Gt CO2,900.0,unit-bound scalar,~,,False
"Amin 等 - 2016 - Observations, projections and impacts of climate change on water resources in Arabian Peninsula cur.pdf",RCP4.5,"SSP2-4.5 (Moderate mitigation pathway, CMIP6 equivalent to RCP4.5)",N/A (RCP scenarios do not have defined carbon budgets in AR6),,excluded,,explicitly missing/unspecified,False
Burke和Stott - 2017 - Impact of Anthropogenic Climate Change on the East Asian Summer Monsoon.pdf,ALL,C2: return warming to 1.5°C (>50%) after a high overshoot,212.8537743020109,212.8537743020109,field-only scalar,,,False
Prato 等 - 2010 - Potential Economic Benefits of Adapting Agricultural Production Systems to Future Climate Change.pdf,B1,C3,652.4725285661066,652.4725285661066,field-only scalar,,,False
Prato 等 - 2010 - Potential Economic Benefits of Adapting Agricultural Production Systems to Future Climate Change.pdf,A2,C6,102.7723603383973,102.7723603383973,field-only scalar,,,True
Al-Maktoumi 等 - 2018 - Assessment of the impact of climate change on coastal aquifers in Oman.pdf,RCP2.6,C3 (RCP equivalent),~1000 Gt CO2 (from 2011),1000.0,unit-bound scalar,~,,False
Lefevre 等 - 2022 - Global socio-economic and climate change mitigation scenarios through the lens of structural change.pdf,Baseline scenario,C5,4067.198904304981,4067.198904304981,field-only scalar,,,False
Lefevre 等 - 2022 - Global socio-economic and climate change mitigation scenarios through the lens of structural change.pdf,2°C scenario,C4,1793.871566014591,1793.871566014591,field-only scalar,,,False
la Hausse de Lalouviere 等 - 2020 - Impact of Climate Change on Nearshore Waves at a Beach Protected by a Barrier Reef.pdf,RCP4.5,C5 (RCP equivalent),~1000 GtCO2 from 2011,1000.0,unit-bound scalar,~,,False
Wang 等 - 2023 - Differences in the Suitable Distribution Area between Northern and Southern China Landscape Plants.pdf,SSP126,C1,500 GtCO₂,500.0,unit-bound scalar,,,False
Zheng 等 - 2025 - Differential climate change impacts on spatial distribution of two bartail flathead stocks in the ye.pdf,RCP2.6,C1 (Low GHG emissions),~400-500 Gt CO2 from 2020,450.0,unit-bound range midpoint,~,,False
